0.5812101	0.35841495	-0.564505	-0.3010044	0.42598447	-0.033157337	-0.2844219	0.07607172	-0.4486956	0.49804103	0.2942049	0.22779615	0.38919285	-0.34233633	0.3627557	0.35879418
0.4512223	0.037438005	-0.4413846	-0.762957	0.5988076	0.025176782	-0.69107723	0.71577734	-0.08993426	0.873064	0.43861964	-0.19641346	0.5999032	-0.39642325	0.3482576	0.21172366
-0.23102145	0.02366395	-0.24967991	-0.72507334	-0.274112	-0.105393134	0.26704374	0.31392148	-0.5647249	0.37593976	0.40823543	-0.09467991	0.61362416	-0.4409707	0.27757922	0.46191466
0.7109959	0.38550788	-0.4104165	0.11710507	0.44113737	-0.20003477	-0.19352385	-0.057410125	-0.26712874	0.21301842	0.22332612	0.1929886	0.17988887	-0.2731876	0.4248573	0.28566605
-0.19800429	0.54467165	-0.62560856	0.12252245	-0.08667424	-0.4176003	0.05580725	0.41654158	-0.7696389	-0.3773402	0.17528187	-0.12590872	0.6791114	-0.18450996	0.4031606	0.4047175
-0.9544924	-0.50351405	0.4074468	-1.093609	-0.9167111	0.09596726	1.0280403	-0.16252758	-0.47578567	0.17156455	0.51256084	-0.03738793	0.14949614	-0.58039767	0.12949096	0.81301284
0.5402821	0.12519266	-0.31424505	-0.44354248	0.4245242	-0.058030605	-0.36794743	0.40802816	-0.048303753	0.51161003	0.3630521	-0.08524853	0.46374777	-0.3610362	0.47774068	0.2785604
0.013277225	0.035931543	-0.41431218	-0.45547917	0.28141448	0.04960804	-0.27542952	0.3924365	-0.474216	0.37952003	0.0939834	0.04323887	0.5474195	-0.063185856	0.24025366	0.094620906
0.04969232	0.64193815	-0.5020783	0.35771278	-0.064604044	0.00021192546	0.21472585	-0.68198353	-0.875313	-0.6507488	-0.2802445	0.5394481	0.08302016	0.18964817	0.11256532	0.12967832
0.45211866	0.11558334	-0.16006592	-0.08149005	0.19254346	0.19816573	0.02850099	-0.46281788	-0.27259228	0.21258155	0.00078815914	0.32897332	-0.07630392	-0.08596111	0.16954625	0.2597243
1.0004148	-0.67277724	0.2036517	-0.55018985	0.6255695	0.96960807	-0.16503924	-0.8512406	0.46792385	0.79279524	0.12001314	0.7806656	-0.6663966	-0.15308513	-0.33395243	0.15376803
0.17653167	0.2816169	-0.41591996	-0.20681016	0.28122026	-0.040203106	-0.3317128	0.36960036	-0.4542863	0.3057828	0.060168166	0.089347124	0.5500538	-0.08835488	0.4026715	0.0836428
0.81666034	1.1271523	-0.8825825	1.065062	0.43903258	-0.80379343	-0.25810763	-0.25972965	-0.87266374	-1.0835344	-0.2669459	0.31195578	0.39633194	0.14190201	0.52213955	-0.090803556
0.9392904	0.4212093	-0.4198662	-0.021787327	0.7029642	-0.26412016	-0.5165811	0.33962026	-0.020691099	0.36743614	0.27746883	-0.057538763	0.3366932	-0.33554015	0.3759453	0.070846505
0.55495113	0.5921911	-0.5555571	0.27548662	0.5948319	-0.6014398	-0.712517	0.94085634	-0.13265489	-0.107635945	0.3928668	-0.6414421	0.8150024	-0.30649626	0.60630554	0.07394893
0.46968004	0.641842	-0.7677688	0.28825277	0.6161244	-0.48735523	-0.6705739	0.7218605	-0.46927175	-0.096481964	0.16686831	-0.23800807	0.80544007	-0.15702187	0.53140986	-0.04765355
0.37648934	0.53595465	-0.6040925	0.14170744	0.405516	-0.28767142	-0.42207593	0.4655101	-0.49226916	0.032268908	0.12848558	-0.05930082	0.5226442	-0.1682078	0.3669678	0.06520213
0.38770095	0.4558512	-0.23520689	-0.25367326	0.1571795	-0.52300656	-0.19596678	0.6915289	-0.062000435	0.26624408	0.5320273	-0.5735949	0.59808636	-0.504964	0.6877322	0.4095702
-0.78183323	-0.19041824	0.6755495	-0.91704524	-1.0972496	-0.5406075	1.2071425	-0.08561393	-0.18316774	-0.052752145	0.86676145	-0.5977946	0.22197813	-0.9801778	0.844379	1.0566529
1.1379728	0.4505454	-0.25563177	0.40599963	0.8564357	-0.31437507	-0.63038117	0.017841356	0.2249944	0.21816108	0.23290755	0.015684383	0.03818851	-0.33050784	0.4255367	0.032253042
0.6069683	0.47795013	-0.17894772	0.17451912	0.24662566	-0.38241553	-0.09058468	0.08541571	-0.0025185158	0.08251393	0.35175157	-0.100452475	0.29820922	-0.41316932	0.5440665	0.44118488
-0.68929625	-0.17275584	-0.21670875	-0.5583271	-0.37998095	-0.0329332	0.43737102	0.14325428	-0.8124968	-0.11638232	0.09157232	-0.03301264	0.5876062	-0.056410443	0.12145758	0.36014053
-0.28699338	-0.11866452	-0.6665653	-0.4670608	0.68132526	0.2824684	-0.6799728	0.6632313	-0.5421235	0.52325696	-0.24537386	0.1879323	0.6542405	0.36958882	-0.01788219	-0.5067044
0.23484764	-0.35786644	0.04582878	-0.67929894	0.13668548	0.48121712	-0.10834921	-0.043450292	0.06263136	0.6581256	0.2807968	0.23498385	0.026232766	-0.26880184	-0.011956684	0.23077196
-0.0744518	0.23288754	-0.5460778	-0.15093581	0.27537408	-0.023854936	-0.31921872	0.35520652	-0.5704717	0.08769611	-0.039436504	0.039175972	0.6175988	0.012393897	0.08259301	0.00018535322
0.30090415	0.24858168	-0.22366336	0.07575391	-0.0555861	-0.09960623	0.25502375	-0.2856842	-0.289031	-0.10305827	0.17076871	0.13541542	0.031665724	-0.30497745	0.36340323	0.43918434
0.34347996	0.55720246	-0.44855043	0.20879336	0.3721714	-0.49623495	-0.41040778	0.6222963	-0.29486963	-0.21057063	0.20918244	-0.2682684	0.62135655	-0.20126066	0.54552585	0.17890479
-1.145239	-1.152076	-0.89163357	-1.1350379	0.8945223	1.019155	-1.0018389	1.2172624	-0.9613609	1.1041487	-0.771288	0.7494608	1.2270461	0.900883	-0.92695904	-0.8297772
-0.04414126	0.56333494	-0.57022524	0.107745856	0.030469285	-0.2881684	-0.03173923	0.32038164	-0.6945925	-0.35770202	0.06754335	-0.12051965	0.6057468	-0.14999849	0.29739895	0.20475946
0.057654686	0.18174425	-0.34860572	-0.36190006	0.22541961	-0.2338883	-0.25302047	0.5905855	-0.26062086	0.25605938	0.24748328	-0.24740663	0.63828474	-0.2204593	0.32071573	0.16146252
0.28317848	0.309799	-0.31904095	0.23638573	0.17554557	-0.0010416355	-0.109748274	-0.22223724	-0.33193764	-0.21490157	-0.10742684	0.28154448	0.12903118	0.069019146	0.14739834	0.079892725
-0.38171777	-0.6524334	-0.8776376	-0.35616484	0.85758805	1.0139574	-0.9969986	0.31781217	-0.92701656	0.67254746	-0.79964346	0.6730945	0.6800161	0.8829799	-0.93647	-0.87639064
1.2738078	1.1698713	-0.9726838	1.2002212	0.95047385	-0.80932367	-0.8284081	-0.04231303	-0.36289206	-1.1019403	-0.28375405	0.21880664	0.24817593	0.18386015	0.42229247	-0.36267728
0.4354144	0.52084464	-0.65684474	0.3997455	0.56141627	-0.060260896	-0.5309097	-0.031350054	-0.48777372	-0.29496756	-0.27789226	0.3867865	0.29501942	0.274385	0.07639078	-0.26659238
